pd420 ryang69 mishra03
90248.12112 -5699.00631 -9043.80338 -10471.00378
90252.12123 -5698.74282 -9042.58865 -10469.12918
90256.12134 -5698.4788 -9041.37314 -10467.25365
90260.12144 -5698.21425 -9040.15685 -10465.37719
90264.12155 -5697.94918 -9038.93979 -10463.49978
90268.12165 -5697.68359 -9037.72195 -10461.62144
90272.12176 -5697.41747 -9036.50334 -10459.74217
90276.12186 -5697.15082 -9035.28395 -10457.86196
90280.12197 -5696.88365 -9034.06379 -10455.98081
90284.12208 -5696.61595 -9032.84285 -10454.09873
90288.12218 -5696.34773 -9031.62114 -10452.21572
90292.12229 -5696.07898 -9030.39865 -10450.33177
90296.12239 -5695.80971 -9029.17539 -10448.44689
90300.1225 -5695.53991 -9027.95136 -10446.56108
90304.1226 -5695.26959 -9026.72655 -10444.67434
90308.12271 -5694.99875 -9025.50098 -10442.78666
90312.12282 -5694.72738 -9024.27463 -10440.89805
90316.12292 -5694.45548 -9023.0475 -10439.00852
90320.12303 -5694.18306 -9021.81961 -10437.11805
90324.12313 -5693.91012 -9020.59094 -10435.22665
90328.12324 -5693.63665 -9019.3615 -10433.33432
90332.12334 -5693.36266 -9018.1313 -10431.44107
90336.12345 -5693.08814 -9016.90032 -10429.54688
90340.12356 -5692.8131 -9015.66857 -10427.65177
90344.12366 -5692.53753 -9014.43605 -10425.75573
90348.12377 -5692.26144 -9013.20276 -10423.85876
90352.12387 -5691.98483 -9011.9687 -10421.96087
90356.12398 -5691.70769 -9010.73387 -10420.06205
90360.12408 -5691.43003 -9009.49827 -10418.1623
90364.12419 -5691.15185 -9008.2619 -10416.26163
90368.1243 -5690.87314 -9007.02477 -10414.36003
90372.1244 -5690.59391 -9005.78687 -10412.45751
90376.12451 -5690.31415 -9004.54819 -10410.55407
90380.12461 -5690.03387 -9003.30876 -10408.6497
90384.12472 -5689.75307 -9002.06855 -10406.74441
90388.12482 -5689.47175 -9000.82758 -10404.83819
90392.12493 -5689.1899 -8999.58584 -10402.93106
90396.12504 -5688.90753 -8998.34333 -10401.023
90400.12514 -5688.62463 -8997.10006 -10399.11402
90404.12525 -5688.34122 -8995.85602 -10397.20412
90408.12535 -5688.05727 -8994.61121 -10395.2933
90412.12546 -5687.77281 -8993.36564 -10393.38155
90416.12557 -5687.48782 -8992.11931 -10391.46889
90420.12567 -5687.20232 -8990.87221 -10389.55531
90424.12578 -5686.91628 -8989.62434 -10387.64081
90428.12588 -5686.62973 -8988.37572 -10385.7254
90432.12599 -5686.34265 -8987.12632 -10383.80906
90436.12609 -5686.05505 -8985.87617 -10381.89181
90440.1262 -5685.76693 -8984.62525 -10379.97364
90444.12631 -5685.47829 -8983.37356 -10378.05455
90448.12641 -5685.18912 -8982.12112 -10376.13455
90452.12652 -5684.89943 -8980.86791 -10374.21363
90456.12662 -5684.60922 -8979.61394 -10372.2918
90460.12673 -5684.31849 -8978.35921 -10370.36905
90464.12683 -5684.02724 -8977.10371 -10368.44539
90468.12694 -5683.73546 -8975.84746 -10366.52082
90472.12705 -5683.44316 -8974.59044 -10364.59533
90476.12715 -5683.15034 -8973.33266 -10362.66893
90480.12726 -5682.857 -8972.07412 -10360.74161
90484.12736 -5682.56314 -8970.81482 -10358.81339
90488.12747 -5682.26875 -8969.55477 -10356.88425
90492.12757 -5681.97385 -8968.29395 -10354.9542
90496.12768 -5681.67842 -8967.03237 -10353.02324
90500.12779 -5681.38247 -8965.77003 -10351.09137
90504.12789 -5681.086 -8964.50694 -10349.15859
90508.128 -5680.78901 -8963.24308 -10347.2249
90512.1281 -5680.4915 -8961.97847 -10345.2903
90516.12821 -5680.19346 -8960.7131 -10343.3548
90520.12831 -5679.89491 -8959.44697 -10341.41838
90524.12842 -5679.59584 -8958.18008 -10339.48106
90528.12853 -5679.29624 -8956.91244 -10337.54283
90532.12863 -5678.99612 -8955.64404 -10335.60369
90536.12874 -5678.69549 -8954.37488 -10333.66365
90540.12884 -5678.39433 -8953.10497 -10331.7227
90544.12895 -5678.09265 -8951.8343 -10329.78085
90548.12905 -5677.79045 -8950.56287 -10327.83809
90552.12916 -5677.48773 -8949.29069 -10325.89443
90556.12927 -5677.18449 -8948.01775 -10323.94986
90560.12937 -5676.88073 -8946.74406 -10322.00439
90564.12948 -5676.57645 -8945.46962 -10320.05801
90568.12958 -5676.27165 -8944.19442 -10318.11074
90572.12969 -5675.96633 -8942.91846 -10316.16256
90576.12979 -5675.66049 -8941.64175 -10314.21348
90580.1299 -5675.35413 -8940.36429 -10312.2635
90584.13001 -5675.04725 -8939.08608 -10310.31261
90588.13011 -5674.73985 -8937.80711 -10308.36083
90592.13022 -5674.43193 -8936.52739 -10306.40815
90596.13032 -5674.12349 -8935.24691 -10304.45456
90600.13043 -5673.81453 -8933.96569 -10302.50008
90604.13053 -5673.50505 -8932.68371 -10300.5447
90608.13064 -5673.19505 -8931.40098 -10298.58842
90612.13075 -5672.88454 -8930.1175 -10296.63124
90616.13085 -5672.5735 -8928.83327 -10294.67317
90620.13096 -5672.26195 -8927.54829 -10292.7142
90624.13106 -5671.94987 -8926.26256 -10290.75433
90628.13117 -5671.63728 -8924.97607 -10288.79357
90632.13127 -5671.32417 -8923.68884 -10286.83191
90636.13138 -5671.01053 -8922.40086 -10284.86935
90640.13149 -5670.69638 -8921.11213 -10282.9059
90644.13159 -5670.38171 -8919.82265 -10280.94156
90648.1317 -5670.06653 -8918.53242 -10278.97632
90652.1318 -5669.75082 -8917.24144 -10277.01019
90656.13191 -5669.43459 -8915.94971 -10275.04317
90660.13202 -5669.11785 -8914.65724 -10273.07525
90664.13212 -5668.80059 -8913.36402 -10271.10644
90668.13223 -5668.48281 -8912.07005 -10269.13674
90672.13233 -5668.16451 -8910.77533 -10267.16615
90676.13244 -5667.84569 -8909.47987 -10265.19467
90680.13254 -5667.52636 -8908.18366 -10263.2223
90684.13265 -5667.2065 -8906.88671 -10261.24904
90688.13276 -5666.88613 -8905.589 -10259.27489
90692.13286 -5666.56524 -8904.29056 -10257.29985
90696.13297 -5666.24384 -8902.99136 -10255.32392
90700.13307 -5665.92191 -8901.69143 -10253.3471
90704.13318 -5665.59947 -8900.39074 -10251.3694
90708.13328 -5665.27651 -8899.08932 -10249.39081
90712.13339 -5664.95303 -8897.78715 -10247.41133
90716.1335 -5664.62904 -8896.48423 -10245.43096
90720.1336 -5664.30452 -8895.18057 -10243.44971
90724.13371 -5663.97949 -8893.87617 -10241.46758
90728.13381 -5663.65395 -8892.57102 -10239.48456
90732.13392 -5663.32788 -8891.26514 -10237.50065
90736.13402 -5663.0013 -8889.95851 -10235.51586
90740.13413 -5662.6742 -8888.65113 -10233.53019
90744.13424 -5662.34659 -8887.34302 -10231.54364
90748.13434 -5662.01845 -8886.03416 -10229.5562
90752.13445 -5661.6898 -8884.72456 -10227.56788
90756.13455 -5661.36064 -8883.41422 -10225.57867
90760.13466 -5661.03095 -8882.10314 -10223.58859
90764.13476 -5660.70075 -8880.79132 -10221.59763
90768.13487 -5660.37004 -8879.47876 -10219.60578
90772.13498 -5660.0388 -8878.16546 -10217.61306
90776.13508 -5659.70705 -8876.85142 -10215.61945
90780.13519 -5659.37479 -8875.53664 -10213.62497
90784.13529 -5659.04201 -8874.22112 -10211.62961
90788.1354 -5658.70871 -8872.90486 -10209.63336
90792.1355 -5658.37489 -8871.58786 -10207.63625
90796.13561 -5658.04056 -8870.27013 -10205.63825
90800.13572 -5657.70572 -8868.95165 -10203.63938
90804.13582 -5657.37035 -8867.63244 -10201.63963
90808.13593 -5657.03448 -8866.31249 -10199.639
90812.13603 -5656.69808 -8864.99181 -10197.6375
90816.13614 -5656.36117 -8863.67038 -10195.63512
90820.13624 -5656.02375 -8862.34822 -10193.63187
90824.13635 -5655.6858 -8861.02533 -10191.62775
90828.13646 -5655.34735 -8859.7017 -10189.62275
90832.13656 -5655.00837 -8858.37733 -10187.61688
90836.13667 -5654.66889 -8857.05222 -10185.61013
90840.13677 -5654.32888 -8855.72639 -10183.60251
90844.13688 -5653.98836 -8854.39981 -10181.59402
90848.13698 -5653.64733 -8853.0725 -10179.58466
90852.13709 -5653.30578 -8851.74446 -10177.57443
90856.1372 -5652.96372 -8850.41568 -10175.56333
90860.1373 -5652.62114 -8849.08617 -10173.55135
90864.13741 -5652.27805 -8847.75593 -10171.53851
90868.13751 -5651.93444 -8846.42495 -10169.5248
90872.13762 -5651.59031 -8845.09324 -10167.51022
90876.13773 -5651.24568 -8843.7608 -10165.49477
90880.13783 -5650.90052 -8842.42762 -10163.47845
90884.13794 -5650.55486 -8841.09371 -10161.46126
90888.13804 -5650.20868 -8839.75907 -10159.44321
90892.13815 -5649.86198 -8838.4237 -10157.42429
90896.13825 -5649.51477 -8837.0876 -10155.40451
90900.13836 -5649.16704 -8835.75077 -10153.38385
90904.13847 -5648.81881 -8834.4132 -10151.36234
90908.13857 -5648.47005 -8833.07491 -10149.33996
90912.13868 -5648.12079 -8831.73588 -10147.31671
90916.13878 -5647.771 -8830.39613 -10145.2926
90920.13889 -5647.42071 -8829.05564 -10143.26763
90924.13899 -5647.0699 -8827.71443 -10141.24179
90928.1391 -5646.71858 -8826.37249 -10139.21509
90932.13921 -5646.36674 -8825.02982 -10137.18753
90936.13931 -5646.01439 -8823.68642 -10135.1591
90940.13942 -5645.66153 -8822.34229 -10133.12982
90944.13952 -5645.30815 -8820.99743 -10131.09967
90948.13963 -5644.95426 -8819.65185 -10129.06867
90952.13973 -5644.59986 -8818.30554 -10127.0368
90956.13984 -5644.24494 -8816.9585 -10125.00407
90960.13995 -5643.88951 -8815.61073 -10122.97049
90964.14005 -5643.53357 -8814.26224 -10120.93604
90968.14016 -5643.17711 -8812.91303 -10118.90074
90972.14026 -5642.82014 -8811.56308 -10116.86458
90976.14037 -5642.46266 -8810.21241 -10114.82756
90980.14047 -5642.10466 -8808.86102 -10112.78969
90984.14058 -5641.74616 -8807.5089 -10110.75096
90988.14069 -5641.38713 -8806.15605 -10108.71137
90992.14079 -5641.0276 -8804.80248 -10106.67093
90996.1409 -5640.66756 -8803.44819 -10104.62963
91000.141 -5640.307 -8802.09317 -10102.58748
91004.14111 -5639.94593 -8800.73743 -10100.54447
91008.14121 -5639.58434 -8799.38097 -10098.50061
91012.14132 -5639.22225 -8798.02378 -10096.4559
91016.14143 -5638.85964 -8796.66587 -10094.41033
91020.14153 -5638.49652 -8795.30724 -10092.36392
91024.14164 -5638.13289 -8793.94788 -10090.31665
91028.14174 -5637.76874 -8792.58781 -10088.26852
91032.14185 -5637.40409 -8791.22701 -10086.21955
91036.14195 -5637.03892 -8789.86549 -10084.16972
91040.14206 -5636.67324 -8788.50324 -10082.11905
91044.14217 -5636.30705 -8787.14028 -10080.06753
91048.14227 -5635.94034 -8785.7766 -10078.01515
91052.14238 -5635.57313 -8784.4122 -10075.96193
91056.14248 -5635.2054 -8783.04707 -10073.90786
91060.14259 -5634.83717 -8781.68123 -10071.85294
91064.14269 -5634.46842 -8780.31467 -10069.79717
91068.1428 -5634.09916 -8778.94739 -10067.74056
91072.14291 -5633.72939 -8777.57939 -10065.6831
91076.14301 -5633.3591 -8776.21067 -10063.62479
91080.14312 -5632.98831 -8774.84123 -10061.56564
91084.14322 -5632.617 -8773.47107 -10059.50564
91088.14333 -5632.24519 -8772.1002 -10057.4448
91092.14343 -5631.87286 -8770.72861 -10055.38311
91096.14354 -5631.50002 -8769.3563 -10053.32058
91100.14365 -5631.12668 -8767.98328 -10051.2572
91104.14375 -5630.75282 -8766.60953 -10049.19299
91108.14386 -5630.37845 -8765.23508 -10047.12793
91112.14396 -5630.00357 -8763.8599 -10045.06202
91116.14407 -5629.62818 -8762.48401 -10042.99528
91120.14418 -5629.25227 -8761.10741 -10040.92769
91124.14428 -5628.87586 -8759.73009 -10038.85927
91128.14439 -5628.49894 -8758.35205 -10036.79
91132.14449 -5628.12151 -8756.9733 -10034.71989
91136.1446 -5627.74357 -8755.59384 -10032.64894
91140.1447 -5627.36512 -8754.21366 -10030.57716
91144.14481 -5626.98615 -8752.83276 -10028.50453
91148.14492 -5626.60668 -8751.45116 -10026.43107
91152.14502 -5626.2267 -8750.06884 -10024.35677
91156.14513 -5625.84621 -8748.68581 -10022.28163
91160.14523 -5625.46521 -8747.30206 -10020.20566
91164.14534 -5625.0837 -8745.9176 -10018.12884
91168.14544 -5624.70168 -8744.53243 -10016.0512
91172.14555 -5624.31915 -8743.14655 -10013.97271
91176.14566 -5623.93611 -8741.75996 -10011.89339
91180.14576 -5623.55256 -8740.37266 -10009.81324
91184.14587 -5623.1685 -8738.98464 -10007.73225
91188.14597 -5622.78394 -8737.59591 -10005.65043
91192.14608 -5622.39886 -8736.20648 -10003.56778
91196.14618 -5622.01327 -8734.81633 -10001.48429
91200.14629 -5621.62718 -8733.42547 -9999.39997
91204.1464 -5621.24058 -8732.03391 -9997.31482
91208.1465 -5620.85346 -8730.64163 -9995.22884
91212.14661 -5620.46584 -8729.24865 -9993.14202
91216.14671 -5620.07771 -8727.85496 -9991.05438
91220.14682 -5619.68908 -8726.46055 -9988.9659
91224.14692 -5619.29993 -8725.06544 -9986.8766
91228.14703 -5618.91027 -8723.66963 -9984.78646
91232.14714 -5618.52011 -8722.2731 -9982.6955
91236.14724 -5618.12944 -8720.87587 -9980.60371
91240.14735 -5617.73826 -8719.47793 -9978.51109
91244.14745 -5617.34657 -8718.07928 -9976.41764
91248.14756 -5616.95437 -8716.67993 -9974.32337
91252.14766 -5616.56167 -8715.27987 -9972.22826
91256.14777 -5616.16846 -8713.8791 -9970.13234
91260.14788 -5615.77474 -8712.47763 -9968.03558
91264.14798 -5615.38051 -8711.07546 -9965.93801
91268.14809 -5614.98577 -8709.67257 -9963.8396
91272.14819 -5614.59053 -8708.26899 -9961.74037
91276.1483 -5614.19478 -8706.8647 -9959.64032
91280.1484 -5613.79852 -8705.4597 -9957.53945
91284.14851 -5613.40175 -8704.054 -9955.43775
91288.14862 -5613.00448 -8702.6476 -9953.33523
91292.14872 -5612.6067 -8701.24049 -9951.23188
91296.14883 -5612.20841 -8699.83269 -9949.12772
91300.14893 -5611.80961 -8698.42417 -9947.02273
91304.14904 -5611.41031 -8697.01496 -9944.91692
91308.14914 -5611.0105 -8695.60504 -9942.81029
91312.14925 -5610.61018 -8694.19442 -9940.70285
91316.14936 -5610.20936 -8692.7831 -9938.59458
91320.14946 -5609.80803 -8691.37108 -9936.48549
91324.14957 -5609.40619 -8689.95836 -9934.37559
91328.14967 -5609.00384 -8688.54493 -9932.26486
91332.14978 -5608.60099 -8687.13081 -9930.15332
91336.14989 -5608.19763 -8685.71598 -9928.04096
91340.14999 -5607.79377 -8684.30046 -9925.92779
91344.1501 -5607.3894 -8682.88423 -9923.8138
91348.1502 -5606.98452 -8681.46731 -9921.69899
91352.15031 -5606.57914 -8680.04969 -9919.58336
91356.15041 -5606.17325 -8678.63137 -9917.46692
91360.15052 -5605.76685 -8677.21234 -9915.34967
91364.15063 -5605.35995 -8675.79263 -9913.2316
91368.15073 -5604.95254 -8674.37221 -9911.11272
91372.15084 -5604.54463 -8672.95109 -9908.99303
91376.15094 -5604.13621 -8671.52928 -9906.87252
91380.15105 -5603.72728 -8670.10677 -9904.7512
91384.15115 -5603.31785 -8668.68357 -9902.62907
91388.15126 -5602.90792 -8667.25966 -9900.50612
91392.15137 -5602.49747 -8665.83506 -9898.38237
91396.15147 -5602.08653 -8664.40977 -9896.2578
91400.15158 -5601.67507 -8662.98378 -9894.13243
91404.15168 -5601.26311 -8661.55709 -9892.00624
91408.15179 -5600.85065 -8660.12971 -9889.87925
91412.15189 -5600.43768 -8658.70163 -9887.75144
91416.152 -5600.0242 -8657.27286 -9885.62283
91420.15211 -5599.61022 -8655.84339 -9883.49341
91424.15221 -5599.19574 -8654.41323 -9881.36318
91428.15232 -5598.78075 -8652.98238 -9879.23215
91432.15242 -5598.36525 -8651.55083 -9877.10031
91436.15253 -5597.94925 -8650.11859 -9874.96766
91440.15263 -5597.53275 -8648.68566 -9872.8342
91444.15274 -5597.11574 -8647.25203 -9870.69995
91448.15285 -5596.69823 -8645.81771 -9868.56488
91452.15295 -5596.28021 -8644.3827 -9866.42901
91456.15306 -5595.86169 -8642.947 -9864.29234
91460.15316 -5595.44266 -8641.5106 -9862.15486
91464.15327 -5595.02313 -8640.07352 -9860.01659
91468.15337 -5594.60309 -8638.63574 -9857.8775
91472.15348 -5594.18255 -8637.19727 -9855.73762
91476.15359 -5593.76151 -8635.75811 -9853.59693
91480.15369 -5593.33996 -8634.31827 -9851.45545
91484.1538 -5592.91791 -8632.87773 -9849.31316
91488.1539 -5592.49535 -8631.4365 -9847.17007
91492.15401 -5592.07229 -8629.99458 -9845.02618
91496.15411 -5591.64873 -8628.55198 -9842.8815
91500.15422 -5591.22466 -8627.10868 -9840.73601
91504.15433 -5590.80009 -8625.6647 -9838.58972
91508.15443 -5590.37502 -8624.22003 -9836.44264
91512.15454 -5589.94944 -8622.77467 -9834.29476
91516.15464 -5589.52336 -8621.32862 -9832.14608
91520.15475 -5589.09677 -8619.88189 -9829.9966
91524.15485 -5588.66968 -8618.43447 -9827.84633
91528.15496 -5588.24209 -8616.98636 -9825.69526
91532.15507 -5587.814 -8615.53757 -9823.5434
91536.15517 -5587.3854 -8614.08809 -9821.39074
91540.15528 -5586.9563 -8612.63792 -9819.23728
91544.15538 -5586.5267 -8611.18707 -9817.08304
91548.15549 -5586.09659 -8609.73553 -9814.92799
91552.15559 -5585.66598 -8608.28331 -9812.77216
91556.1557 -5585.23487 -8606.8304 -9810.61553
91560.15581 -5584.80325 -8605.37681 -9808.45811
91564.15591 -5584.37114 -8603.92253 -9806.2999
91568.15602 -5583.93852 -8602.46757 -9804.1409
91572.15612 -5583.5054 -8601.01193 -9801.9811
91576.15623 -5583.07177 -8599.5556 -9799.82051
91580.15634 -5582.63765 -8598.09859 -9797.65914
91584.15644 -5582.20302 -8596.6409 -9795.49697
91588.15655 -5581.76789 -8595.18252 -9793.33402
91592.15665 -5581.33225 -8593.72346 -9791.17027
91596.15676 -5580.89612 -8592.26372 -9789.00574
91600.15686 -5580.45948 -8590.8033 -9786.84042
91604.15697 -5580.02234 -8589.3422 -9784.67431
91608.15708 -5579.5847 -8587.88041 -9782.50742
91612.15718 -5579.14656 -8586.41795 -9780.33974
91616.15729 -5578.70791 -8584.9548 -9778.17127
91620.15739 -5578.26877 -8583.49098 -9776.00202
91624.1575 -5577.82912 -8582.02647 -9773.83198
91628.1576 -5577.38897 -8580.56128 -9771.66115
91632.15771 -5576.94832 -8579.09542 -9769.48954
91636.15782 -5576.50717 -8577.62887 -9767.31715
91640.15792 -5576.06552 -8576.16165 -9765.14398
91644.15803 -5575.62337 -8574.69375 -9762.97002
91648.15813 -5575.18071 -8573.22517 -9760.79528
91652.15824 -5574.73755 -8571.75591 -9758.61975
91656.15834 -5574.2939 -8570.28597 -9756.44345
91660.15845 -5573.84974 -8568.81536 -9754.26636
91664.15856 -5573.40508 -8567.34407 -9752.08849
91668.15866 -5572.95992 -8565.8721 -9749.90984
91672.15877 -5572.51426 -8564.39946 -9747.73041
91676.15887 -5572.0681 -8562.92614 -9745.55021
91680.15898 -5571.62144 -8561.45214 -9743.36922
91684.15908 -5571.17428 -8559.97747 -9741.18745
91688.15919 -5570.72662 -8558.50212 -9739.00491
91692.1593 -5570.27846 -8557.0261 -9736.82159
91696.1594 -5569.82979 -8555.5494 -9734.63749
91700.15951 -5569.38063 -8554.07203 -9732.45261
91704.15961 -5568.93097 -8552.59398 -9730.26696
91708.15972 -5568.4808 -8551.11526 -9728.08053
91712.15982 -5568.03014 -8549.63586 -9725.89333
91716.15993 -5567.57898 -8548.1558 -9723.70535
91720.16004 -5567.12732 -8546.67505 -9721.5166
91724.16014 -5566.67515 -8545.19364 -9719.32707
91728.16025 -5566.22249 -8543.71155 -9717.13677
91732.16035 -5565.76933 -8542.22879 -9714.94569
91736.16046 -5565.31567 -8540.74536 -9712.75385
91740.16056 -5564.86151 -8539.26126 -9710.56123
91744.16067 -5564.40685 -8537.77648 -9708.36783
91748.16078 -5563.95169 -8536.29103 -9706.17367
91752.16088 -5563.49603 -8534.80492 -9703.97874
91756.16099 -5563.03987 -8533.31813 -9701.78303
91760.16109 -5562.58322 -8531.83067 -9699.58655
91764.1612 -5562.12606 -8530.34254 -9697.38931
91768.1613 -5561.66841 -8528.85374 -9695.19129
91772.16141 -5561.21025 -8527.36427 -9692.99251
91776.16152 -5560.7516 -8525.87414 -9690.79296
91780.16162 -5560.29245 -8524.38333 -9688.59264
91784.16173 -5559.8328 -8522.89185 -9686.39155
91788.16183 -5559.37265 -8521.39971 -9684.1897
91792.16194 -5558.912 -8519.9069 -9681.98707
91796.16204 -5558.45086 -8518.41342 -9679.78369
91800.16215 -5557.98921 -8516.91927 -9677.57953
91804.16226 -5557.52707 -8515.42445 -9675.37462
91808.16236 -5557.06443 -8513.92897 -9673.16893
91812.16247 -5556.60129 -8512.43282 -9670.96248
91816.16257 -5556.13765 -8510.93601 -9668.75527
91820.16268 -5555.67352 -8509.43853 -9666.5473
91824.16279 -5555.20888 -8507.94038 -9664.33856
91828.16289 -5554.74375 -8506.44157 -9662.12906
91832.163 -5554.27812 -8504.94209 -9659.91879
91836.1631 -5553.812 -8503.44195 -9657.70777
91840.16321 -5553.34537 -8501.94114 -9655.49598
91844.16331 -5552.87825 -8500.43966 -9653.28343
91848.16342 -5552.41063 -8498.93753 -9651.07013
91852.16353 -5551.94251 -8497.43473 -9648.85606
91856.16363 -5551.4739 -8495.93126 -9646.64123
91860.16374 -5551.00479 -8494.42713 -9644.42564
91864.16384 -5550.53518 -8492.92234 -9642.2093
91868.16395 -5550.06507 -8491.41689 -9639.9922
91872.16405 -5549.59447 -8489.91077 -9637.77433
91876.16416 -5549.12337 -8488.40399 -9635.55572
91880.16427 -5548.65177 -8486.89655 -9633.33634
91884.16437 -5548.17967 -8485.38845 -9631.11621
91888.16448 -5547.70708 -8483.87969 -9628.89532
91892.16458 -5547.23399 -8482.37026 -9626.67368
91896.16469 -5546.76041 -8480.86018 -9624.45128
91900.16479 -5546.28633 -8479.34943 -9622.22813
91904.1649 -5545.81175 -8477.83802 -9620.00422
91908.16501 -5545.33667 -8476.32596 -9617.77956
91912.16511 -5544.8611 -8474.81323 -9615.55414
91916.16522 -5544.38504 -8473.29984 -9613.32798
91920.16532 -5543.90847 -8471.7858 -9611.10106
91924.16543 -5543.43141 -8470.27109 -9608.87339
91928.16553 -5542.95385 -8468.75573 -9606.64496
91932.16564 -5542.4758 -8467.23971 -9604.41579
91936.16575 -5541.99725 -8465.72303 -9602.18586
91940.16585 -5541.51821 -8464.2057 -9599.95519
91944.16596 -5541.03867 -8462.6877 -9597.72376
91948.16606 -5540.55863 -8461.16905 -9595.49159
91952.16617 -5540.0781 -8459.64974 -9593.25867
91956.16627 -5539.59707 -8458.12978 -9591.025
91960.16638 -5539.11555 -8456.60916 -9588.79058
91964.16649 -5538.63353 -8455.08788 -9586.55541
91968.16659 -5538.15102 -8453.56595 -9584.31949
91972.1667 -5537.66801 -8452.04336 -9582.08283
91976.1668 -5537.1845 -8450.52011 -9579.84543
91980.16691 -5536.7005 -8448.99622 -9577.60727
91984.16701 -5536.21601 -8447.47166 -9575.36838
91988.16712 -5535.73102 -8445.94645 -9573.12873
91992.16723 -5535.24553 -8444.42059 -9570.88835
91996.16733 -5534.75955 -8442.89408 -9568.64722
92000.16744 -5534.27308 -8441.36691 -9566.40534
92004.16754 -5533.78611 -8439.83909 -9564.16272
92008.16765 -5533.29864 -8438.31061 -9561.91936
92012.16775 -5532.81068 -8436.78148 -9559.67526
92016.16786 -5532.32223 -8435.2517 -9557.43041
92020.16797 -5531.83328 -8433.72127 -9555.18483
92024.16807 -5531.34384 -8432.19018 -9552.9385
92028.16818 -5530.8539 -8430.65845 -9550.69144
92032.16828 -5530.36347 -8429.12606 -9548.44363
92036.16839 -5529.87254 -8427.59302 -9546.19508
92040.1685 -5529.38112 -8426.05933 -9543.9458
92044.1686 -5528.8892 -8424.525 -9541.69577
92048.16871 -5528.3968 -8422.99001 -9539.44501
92052.16881 -5527.90389 -8421.45437 -9537.19351
92056.16892 -5527.4105 -8419.91808 -9534.94127
92060.16902 -5526.91661 -8418.38114 -9532.6883
92064.16913 -5526.42222 -8416.84355 -9530.43459
92068.16924 -5525.92735 -8415.30532 -9528.18014
92072.16934 -5525.43197 -8413.76643 -9525.92496
92076.16945 -5524.93611 -8412.2269 -9523.66904
92080.16955 -5524.43975 -8410.68672 -9521.41239
92084.16966 -5523.9429 -8409.14589 -9519.155
92088.16976 -5523.44555 -8407.60442 -9516.89688
92092.16987 -5522.94772 -8406.06229 -9514.63803
92096.16998 -5522.44938 -8404.51952 -9512.37844
92100.17008 -5521.95056 -8402.97611 -9510.11812
92104.17019 -5521.45124 -8401.43205 -9507.85707
92108.17029 -5520.95143 -8399.88734 -9505.59529
92112.1704 -5520.45113 -8398.34199 -9503.33278
92116.1705 -5519.95033 -8396.79599 -9501.06953
92120.17061 -5519.44904 -8395.24934 -9498.80556
92124.17072 -5518.94726 -8393.70205 -9496.54085
92128.17082 -5518.44498 -8392.15412 -9494.27542
92132.17093 -5517.94222 -8390.60554 -9492.00926
92136.17103 -5517.43896 -8389.05632 -9489.74237
92140.17114 -5516.9352 -8387.50646 -9487.47475
92144.17124 -5516.43096 -8385.95595 -9485.2064
92148.17135 -5515.92622 -8384.4048 -9482.93733
92152.17146 -5515.42099 -8382.853 -9480.66753
92156.17156 -5514.91527 -8381.30057 -9478.39701
92160.17167 -5514.40906 -8379.74749 -9476.12575
92164.17177 -5513.90235 -8378.19377 -9473.85378
92168.17188 -5513.39516 -8376.6394 -9471.58108
92172.17198 -5512.88747 -8375.0844 -9469.30765
92176.17209 -5512.37929 -8373.52876 -9467.0335
92180.1722 -5511.87061 -8371.97247 -9464.75862
92184.1723 -5511.36145 -8370.41554 -9462.48303
92188.17241 -5510.85179 -8368.85798 -9460.20671
92192.17251 -5510.34165 -8367.29977 -9457.92967
92196.17262 -5509.83101 -8365.74092 -9455.6519
92200.17272 -5509.31988 -8364.18144 -9453.37342
92204.17283 -5508.80826 -8362.62131 -9451.09421
92208.17294 -5508.29614 -8361.06055 -9448.81429
92212.17304 -5507.78354 -8359.49914 -9446.53364
92216.17315 -5507.27044 -8357.9371 -9444.25228
92220.17325 -5506.75686 -8356.37442 -9441.97019
92224.17336 -5506.24278 -8354.81111 -9439.68739
92228.17346 -5505.72821 -8353.24715 -9437.40387
92232.17357 -5505.21316 -8351.68256 -9435.11963
92236.17368 -5504.69761 -8350.11733 -9432.83467
92240.17378 -5504.18157 -8348.55147 -9430.549
92244.17389 -5503.66504 -8346.98497 -9428.26261
92248.17399 -5503.14801 -8345.41783 -9425.9755
92252.1741 -5502.6305 -8343.85006 -9423.68768
92256.1742 -5502.1125 -8342.28165 -9421.39915
92260.17431 -5501.59401 -8340.7126 -9419.10989
92264.17442 -5501.07503 -8339.14292 -9416.81993
92268.17452 -5500.55555 -8337.57261 -9414.52925
92272.17463 -5500.03559 -8336.00166 -9412.23786
92276.17473 -5499.51514 -8334.43008 -9409.94575
92280.17484 -5498.99419 -8332.85787 -9407.65294
92284.17495 -5498.47276 -8331.28502 -9405.35941
92288.17505 -5497.95084 -8329.71153 -9403.06517
92292.17516 -5497.42843 -8328.13742 -9400.77021
92296.17526 -5496.90552 -8326.56267 -9398.47455
92300.17537 -5496.38213 -8324.98729 -9396.17818
92304.17547 -5495.85825 -8323.41128 -9393.8811
92308.17558 -5495.33388 -8321.83463 -9391.5833
92312.17569 -5494.80902 -8320.25736 -9389.2848
92316.17579 -5494.28367 -8318.67945 -9386.98559
